ID,ISSUE,PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts_Yes,Vote_Counts_No,Percent_Vote_Yes,Percent_Vote_No,Percent_Required_To_Pass,Kind,HowPlaced,Fullimage,
1540,,E,Commission on the Status of Women,November,8,1994,"Nov 8, 1994","Shall the Commission on the Status of Women be placed in the Charter, and shall members of the Commission be removed only for official misconduct?",P,133385,66217,66.8,33.1,50%+1,Charter Amendment,Supervisors,November8_1994short,
1541,,F,Collective Bargaining,November,8,1994,"Nov 8, 1994","Shall wages, hours and most benefits and working conditions for miscellaneous City employees be set through collective bargaining, with disputes resolved on an issue by issue basis by an arbitration board, subject to review by a court?",P,153785,46010,76.9,23,50%+1,Charter Amendment,Supervisors,November8_1994short,
1542,,G,Building Inspection Commission,November,8,1994,"Nov 8, 1994","Shall the Bureau of Building Inspection, which is part of the Department of Public Works under the Chief Administrative Officer, be replaced by a new Building Inspection Department, governed by a seven-member commission, which would have the power to review decisions of certain City departments concerning building construction projects?",P,104398,90742,53.4,46.5,50%+1,Charter Amendment,Initiative,November8_1994short,
1543,,H,Domestic Partner Retirement Benefits,November,8,1994,"Nov 8, 1994","Shall a surviving domestic partner of a City employee be treated as a surviving spouse for the purpose of receiving retirement and health benefits, provided that the domestic partnership is registered with the Retirement Board at least one year before the employee's retirement?",P,123558,88720,58.2,41.7,50%+1,Charter Amendment,Supervisors,November8_1994short,
1544,,I,Rent Control,November,8,1994,"Nov 8, 1994","Shall the City's Rent Control Ordinance be extended to owner-occupied buildings containing four or fewer units, and shall any rent increases paid by tenants in such units after May 1 be refunded?",P,106838,102840,50.9,49,50%+1,Ordinance,Initiative,November8_1994short,
1545,,J,Official Newspapers,November,8,1994,"Nov 8, 1994","Shall the Purchaser's recommendation to the Board of Supervisors regarding the selection of an official newspaper be based on a number of specified factors, rather than solely on the lowest responsible bid?",P,107305,85765,55.5,44.4,50%+1,Ordinance,Initiative,November8_1994short,
1546,,K,Collection of Garbage and Recycling,November,8,1994,"Nov 8, 1994",Shall the City's refuse ordinance be amended to (1) allow licensed recyclers to collect recyclables from businesses without a refuse permit; (2) require that future contracts for all refuse collection and recycling programs be competitively bid; and (3) add two residents to the Refuse Rate Board and require the Board to set rates for refuse collection from businesses?,F,72926,132546,35.4,64.5,50%+1,Ordinance,Initiative,November8_1994short,
1547,,L,Elections Task Force,November,8,1994,"Nov 8, 1994","Shall an Elections Task Force be created to prepare plans to provide a different method for electing the Board of Supervisors, which could be submitted to the voters at the November 1995 election, and shall $25,000 be appropriated for this purpose?",P,102608,93087,52.4,47.5,50%+1,Ordinance,Supervisors,November8_1994short,
1548,,M,Sidewalk Prohibitions,November,8,1994,"Nov 8, 1994",Shall persons be prohibited from sitting or lying down on public sidewalks from 7:00 a.m. to 10:00 p.m. in designated commercial districts?,F,108131,111012,49.3,50.6,50%+1,Ordinance,Mayor,November8_1994short,
1549,,N,General Assistance Payments,November,8,1994,"Nov 8, 1994","Shall the City be authorized to pay rent directly to a housing provider for General Assistance (""GA"") recipients who do not find their own housing, and to deduct the amount of the rent payment from the person's monthly GA benefits?",P,105636,100447,51.2,48.7,50%+1,Ordinance,Mayor,November8_1994short,
1550,,O,Downtown Transit Assessment District Preparation,November,8,1994,"Nov 8, 1994","Shall the Board of Supervisors be urged to create a downtown transit assessment district, for the purpose of raising funds for the Municipal Railway through an annual charge on downtown commercial property owners, and shall up to $300,000 be appropriated to pay for the work that must be done before the Board could create this district?",F,92035,113142,44.8,55.1,50%+1,Ordinance,Initiative,November8_1994short,
1551,,P,Ferry Building and Pier 52,November,8,1994,"Nov 8, 1994",Shall the 1990 Waterfront Land Use Plan initiative be amended to allow the City to approve restoration and improvements to (1) the Ferry Building and Agricultural Building and adjacent pier area and (2) the public boat launch near Pier 52?,P,126826,69942,64.4,35.5,50%+1,Ordinance,Mayor,November8_1994short,
1552,,Q,Neighborhood Crime Prevention,November,8,1994,"Nov 8, 1994","Shall the City appropriate $900,000 in each of the next three years to provide grants to assist the neighborhood crime prevention efforts?",P,142258,64628,68.7,31.2,50%+1,Ordinance,Supervisors,November8_1994short,
1553,,R,Youth Commission,November,8,1994,"Nov 8, 1994","Shall it be the policy of the people of San Francisco to form a commission, composed entirely of young people, to address issues of importance to youth?",P,129003,78102,62.2,37.7,50%+1,Policy Declaration,Supervisors,November8_1994short,
1554,,A,"City Hall Improvement Bonds $63,590,000",November,7,1995,"Nov 7, 1995","To incur bonded indebtedness of $63,590,000 to pay the cost of acquisition, construction and/or reconstruction of certain improvements to City Hall, including life safety improvements, electrical power system improvements, data and communication system improvements, historic preservation improvements, functional space conversion improvements, childcare improvements, disabled access improvements and waterproofing improvements and related acquisition, construction and/or reconstruction necessary for the foregoing purposes.",P,135678,59289,69.59,30.41,66.67%,Bond Issue,Supervisors,November7_1995short,
1555,,B,"Underground Storage Tank Bonds $44,100,000",November,7,1995,"Nov 7, 1995","To incur bonded indebtedness of $44,100,000 to pay the cost of acquisition, construction and/or reconstruction of certain improvements to underground storage tanks owned by the City and County, including repair, removal and/or replacement of the underground storage tanks and testing and remediation of past and present storage tank sites, and related acquisition, construction and/or reconstruction for the foregoing purposes.",F,110796,78536,58.52,41.48,66.67%,Bond Issue,Supervisors,November7_1995short,
1556,,C,"Steinhart Aquarium Improvement Bonds $29,245,000",November,7,1995,"Nov 7, 1995","To incur indebtedness of $29,245,000 to pay the cost of acquisition, construction and/or reconstruction of certain improvements to Steinhart Aquarium and related facilities and structures, including seismic improvements, asbestos and lead abatement, disabled access improvements,  life support system improvements, building system improvements and structural improvements, and related acquisition, construction and/or reconstruction necessary or convenient for the foregoing purposes.",P,159725,39965,79.99,20.01,66.67%,Bond Issue,Supervisors,November7_1995short,
1557,,D,Prevailing Wages,November,7,1995,"Nov 7, 1995",Shall the Board of Supervisors be authorized to suspend the prevailing wage requirement for City contracts where the work is performed by certain non-profit organizations that provide job training and experience for disadvantaged individuals?,P,137366,51253,72.83,27.17,50%+1,Charter Amendment,Supervisors,November7_1995short,
1558,,E,New City Charter,November,7,1995,"Nov 7, 1995",Shall the City adopt a new Charter?,P,106900,77341,58.02,41.98,50%+1,New Charter,Supervisors,November7_1995short,
1559,,F,Youth Commission,November,7,1995,"Nov 7, 1995","Shall the City establish a Youth Commission, composed of members between 12 to 23 years of age, to advise the Mayor and Board of Supervisors on issues that primarily affect children and youth?",P,115785,80117,59.1,40.9,50%+1,Charter Amendment,Supervisors,November7_1995short,
1560,,G,Office of Citizen Complaints,November,7,1995,"Nov 7, 1995","Shall the Director of the Office of Citizen Complaints (OCC) be appointed by the Mayor and confirmed by the Board of Supervisors, and shall the number of OCC investigators be specified by the Charter?",P,116919,66827,63.63,36.37,50%+1,Charter Amendment,Supervisors,November7_1995short,
1561,,H,Parking and Traffic,November,7,1995,"Nov 7, 1995","Shall the City abolish the Department of Parking and Traffic, transfer its functions to the Police Department, specify the minimum number of parking control officers, require that only 50 of parking control officer duties be related to issuing parking citations, require that these officers automatically be promoted to a supervisory position after ten years of service, require that all City parking meters accept dimes, nickels and quarters, roll back certain parking fines to the 1988 level, and prohibit an increase in these fines for three years?",F,47466,148924,24.17,75.83,50%+1,Charter Amendment,Initiative,November7_1995short,
1562,,I,Taxicabs,November,7,1995,"Nov 7, 1995","Shall the City regulate the fees that taxicab permit holders may charge to taxicab operators, and the fees that operators may charge to drivers, and shall the City be required to establish a centralized dispatch system for all taxicabs?",F,61421,129007,32.25,67.75,50%+1,Ordinance,Supervisors,November7_1995short,
